book_id,title,price,rating,availability,url,page_metadata,ingestion_time
795,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,2,1,http://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,11,2026-04-09 15:39:27
794,Beauty Restored (Riley Family Legacy Novellas #3),11.11,2,1,http://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,11,2026-04-09 15:39:27
793,Batman: The Long Halloween (Batman),36.5,2,1,http://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,11,2026-04-09 15:39:27
792,Batman: The Dark Knight Returns (Batman),15.38,5,1,http://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,11,2026-04-09 15:39:27
791,Ayumi's Violin,15.48,2,1,http://books.toscrape.com/catalogue/ayumis-violin_791/index.html,11,2026-04-09 15:39:27
790,Anonymous,46.82,4,1,http://books.toscrape.com/catalogue/anonymous_790/index.html,11,2026-04-09 15:39:27
789,Amy Meets the Saints and Sages,18.46,3,1,http://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,11,2026-04-09 15:39:27
788,Amid the Chaos,36.58,1,1,http://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,11,2026-04-09 15:39:27
787,Amatus,50.54,5,1,http://books.toscrape.com/catalogue/amatus_787/index.html,11,2026-04-09 15:39:27
786,Agnostic: A Spirited Manifesto,12.51,5,1,http://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,11,2026-04-09 15:39:27
785,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,http://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,11,2026-04-09 15:39:27
784,You (You #1),43.61,5,1,http://books.toscrape.com/catalogue/you-you-1_784/index.html,11,2026-04-09 15:39:27
783,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,4,1,http://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,11,2026-04-09 15:39:27
782,Wild Swans,14.36,2,1,http://books.toscrape.com/catalogue/wild-swans_782/index.html,11,2026-04-09 15:39:27
781,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,4,1,http://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,11,2026-04-09 15:39:27
780,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,4,1,http://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,12,2026-04-09 15:39:27
779,What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,2,1,http://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,12,2026-04-09 15:39:27
778,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,1,1,http://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,12,2026-04-09 15:39:27
777,Walt Disney's Alice in Wonderland,12.96,5,1,http://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,12,2026-04-09 15:39:27
776,V for Vendetta (V for Vendetta Complete),37.1,4,1,http://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,12,2026-04-09 15:39:27
775,Until Friday Night (The Field Party #1),46.31,2,1,http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,12,2026-04-09 15:39:27
774,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,2,1,http://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,12,2026-04-09 15:39:27
773,Twenty Yawns,22.08,2,1,http://books.toscrape.com/catalogue/twenty-yawns_773/index.html,12,2026-04-09 15:39:27
772,Through the Woods,25.38,2,1,http://books.toscrape.com/catalogue/through-the-woods_772/index.html,12,2026-04-09 15:39:27
771,This Is Where It Ends,27.12,2,1,http://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,12,2026-04-09 15:39:27
770,The Year of Magical Thinking,43.04,2,1,http://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,12,2026-04-09 15:39:27
769,The Wright Brothers,56.8,4,1,http://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,12,2026-04-09 15:39:27
768,The White Queen (The Cousins' War #1),25.91,5,1,http://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,12,2026-04-09 15:39:27
767,The Wedding Pact (The O'Malleys #2),32.61,3,1,http://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,12,2026-04-09 15:39:27
766,The Time Keeper,27.88,5,1,http://books.toscrape.com/catalogue/the-time-keeper_766/index.html,12,2026-04-09 15:39:27
765,The Testament of Mary,52.67,4,1,http://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,12,2026-04-09 15:39:27
764,The Star-Touched Queen,46.02,5,1,http://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,12,2026-04-09 15:39:27
763,The Songs of the Gods,44.48,5,1,http://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,12,2026-04-09 15:39:27
762,The Song of Achilles,37.4,5,1,http://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,12,2026-04-09 15:39:27
761,The Rosie Project (Don Tillman #1),54.04,1,1,http://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,12,2026-04-09 15:39:27
760,The Power of Habit: Why We Do What We Do in Life and Business,16.88,3,1,http://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,13,2026-04-09 15:39:27
759,The Marriage of Opposites,28.08,4,1,http://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,13,2026-04-09 15:39:27
758,The Lucifer Effect: Understanding How Good People Turn Evil,10.4,1,1,http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,13,2026-04-09 15:39:27
757,The Long Haul (Diary of a Wimpy Kid #9),44.07,1,1,http://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,13,2026-04-09 15:39:27
756,The Loney,23.4,1,1,http://books.toscrape.com/catalogue/the-loney_756/index.html,13,2026-04-09 15:39:27
755,The Literature Book (Big Ideas Simply Explained),17.43,3,1,http://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,13,2026-04-09 15:39:27
754,The Last Mile (Amos Decker #2),54.21,2,1,http://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,13,2026-04-09 15:39:27
753,The Immortal Life of Henrietta Lacks,40.67,2,1,http://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,13,2026-04-09 15:39:27
752,The Hidden Oracle (The Trials of Apollo #1),52.26,2,1,http://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,13,2026-04-09 15:39:27
751,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3,1,http://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,13,2026-04-09 15:39:27
750,The Guilty (Will Robie #4),13.82,2,1,http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,13,2026-04-09 15:39:27
749,The First Hostage (J.B. Collins #2),25.85,3,1,http://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,13,2026-04-09 15:39:27
748,The Dovekeepers,48.78,1,1,http://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,13,2026-04-09 15:39:27
747,The Darkest Lie,35.35,5,1,http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,13,2026-04-09 15:39:27
746,The Bane Chronicles (The Bane Chronicles #1-11),44.73,4,1,http://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,13,2026-04-09 15:39:27
745,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,15.77,1,1,http://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,13,2026-04-09 15:39:27
744,The 14th Colony (Cotton Malone #11),39.24,1,1,http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,13,2026-04-09 15:39:27
743,That Darkness (Gardiner and Renner #1),13.92,1,1,http://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,13,2026-04-09 15:39:27
742,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,http://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,13,2026-04-09 15:39:27
741,Take Me with You,45.21,3,1,http://books.toscrape.com/catalogue/take-me-with-you_741/index.html,13,2026-04-09 15:39:27
740,Swell: A Year of Waves,45.58,1,1,http://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,14,2026-04-09 15:39:27
739,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,5,1,http://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,14,2026-04-09 15:39:27
738,Still Life with Bread Crumbs,26.41,3,1,http://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,14,2026-04-09 15:39:27
737,Steve Jobs,39.5,5,1,http://books.toscrape.com/catalogue/steve-jobs_737/index.html,14,2026-04-09 15:39:27
736,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4,1,http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,14,2026-04-09 15:39:27
735,Someone Like You (The Harrisons #2),52.79,5,1,http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,14,2026-04-09 15:39:27
734,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,4,1,http://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,14,2026-04-09 15:39:27
733,Shtum,55.84,4,1,http://books.toscrape.com/catalogue/shtum_733/index.html,14,2026-04-09 15:39:27
732,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,http://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,14,2026-04-09 15:39:27
731,salt.,46.78,4,1,http://books.toscrape.com/catalogue/salt_731/index.html,14,2026-04-09 15:39:27
730,Robin War,47.82,3,1,http://books.toscrape.com/catalogue/robin-war_730/index.html,14,2026-04-09 15:39:27
729,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,2,1,http://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,14,2026-04-09 15:39:27
728,Rain Fish,23.57,3,1,http://books.toscrape.com/catalogue/rain-fish_728/index.html,14,2026-04-09 15:39:27
727,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5,1,http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,14,2026-04-09 15:39:27
726,Pet Sematary,10.56,3,1,http://books.toscrape.com/catalogue/pet-sematary_726/index.html,14,2026-04-09 15:39:27
725,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,3,1,http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,14,2026-04-09 15:39:27
724,Once Was a Time,18.28,2,1,http://books.toscrape.com/catalogue/once-was-a-time_724/index.html,14,2026-04-09 15:39:27
723,Old School (Diary of a Wimpy Kid #10),11.83,5,1,http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,14,2026-04-09 15:39:27
722,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,2,1,http://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,14,2026-04-09 15:39:27
721,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,2,1,http://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,14,2026-04-09 15:39:27
720,My Name Is Lucy Barton,41.56,1,1,http://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,15,2026-04-09 15:39:27
719,My Mrs. Brown,24.48,3,1,http://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,15,2026-04-09 15:39:27
718,My Kind of Crazy,40.36,1,1,http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,15,2026-04-09 15:39:27
717,Mr. Mercedes (Bill Hodges Trilogy #1),28.9,1,1,http://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,15,2026-04-09 15:39:27
716,More Than Music (Chasing the Dream #1),37.61,2,1,http://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,15,2026-04-09 15:39:27
715,Made to Stick: Why Some Ideas Survive and Others Die,38.85,5,1,http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,15,2026-04-09 15:39:27
714,Luis Paints the World,53.95,3,1,http://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,15,2026-04-09 15:39:27
713,Luckiest Girl Alive,49.83,3,1,http://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,15,2026-04-09 15:39:27
712,Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,2,1,http://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,15,2026-04-09 15:39:27
711,Love Is a Mix Tape (Music #1),18.03,1,1,http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,15,2026-04-09 15:39:27
710,Looking for Lovely: Collecting the Moments that Matter,29.14,5,1,http://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,15,2026-04-09 15:39:27
709,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,1,http://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,15,2026-04-09 15:39:27
708,Let It Out: A Journey Through Journaling,26.79,5,1,http://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,15,2026-04-09 15:39:27
707,Lady Midnight (The Dark Artifices #1),16.28,5,1,http://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,15,2026-04-09 15:39:27
706,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1,1,http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,15,2026-04-09 15:39:27
705,Island of Dragons (Unwanteds #7),29.65,1,1,http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,15,2026-04-09 15:39:27
704,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4,1,http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,15,2026-04-09 15:39:27
703,I Am Pilgrim (Pilgrim #1),10.6,4,1,http://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,15,2026-04-09 15:39:27
702,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5,1,http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,15,2026-04-09 15:39:27
701,"Hush, Hush (Hush, Hush #1)",47.02,3,1,http://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,15,2026-04-09 15:39:27
700,Hold Your Breath (Search and Rescue #1),28.82,1,1,http://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,16,2026-04-09 15:39:27
699,Hamilton: The Revolution,58.79,3,1,http://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,16,2026-04-09 15:39:27
698,Greek Mythic History,10.23,5,1,http://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,16,2026-04-09 15:39:27
697,God: The Most Unpleasant Character in All Fiction,30.03,5,1,http://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,16,2026-04-09 15:39:27
696,Glory over Everything: Beyond The Kitchen House,45.84,3,1,http://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,16,2026-04-09 15:39:27
695,Feathers: Displays of Brilliant Plumage,49.05,3,1,http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,16,2026-04-09 15:39:27
694,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,1,http://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,16,2026-04-09 15:39:27
693,Every Last Word,46.47,3,1,http://books.toscrape.com/catalogue/every-last-word_693/index.html,16,2026-04-09 15:39:27
692,Eligible (The Austen Project #4),27.09,3,1,http://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,16,2026-04-09 15:39:27
691,El Deafo,57.62,5,1,http://books.toscrape.com/catalogue/el-deafo_691/index.html,16,2026-04-09 15:39:27
690,Eight Hundred Grapes,14.39,4,1,http://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,16,2026-04-09 15:39:27
689,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5,1,http://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,16,2026-04-09 15:39:27
688,"Eat Fat, Get Thin",54.07,2,1,http://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,16,2026-04-09 15:39:27
687,Don't Get Caught,55.35,1,1,http://books.toscrape.com/catalogue/dont-get-caught_687/index.html,16,2026-04-09 15:39:27
686,Doctor Sleep (The Shining #2),40.12,2,1,http://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,16,2026-04-09 15:39:27
685,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,1,http://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,16,2026-04-09 15:39:27
684,Dear Mr. Knightley,11.21,5,1,http://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,16,2026-04-09 15:39:27
683,Daily Fantasy Sports,36.58,1,1,http://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,16,2026-04-09 15:39:27
682,Crazy Love: Overwhelmed by a Relentless God,47.72,2,1,http://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,16,2026-04-09 15:39:27
681,Cometh the Hour (The Clifton Chronicles #6),25.01,3,1,http://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,16,2026-04-09 15:39:27
680,Code Name Verity (Code Name Verity #1),22.13,4,1,http://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,17,2026-04-09 15:39:27
679,Clockwork Angel (The Infernal Devices #1),44.14,1,1,http://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,17,2026-04-09 15:39:27
678,City of Glass (The Mortal Instruments #3),56.02,4,1,http://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,17,2026-04-09 15:39:27
